Date,Close
10/1/2012,1.0356
10/2/2012,1.0254
10/3/2012,1.023
10/4/2012,1.02391
10/5/2012,1.0183
10/6/2012,1.0167
10/7/2012,1.0164
10/8/2012,1.02
10/9/2012,1.02065
10/10/2012,1.0216
10/11/2012,1.0256
10/12/2012,1.023
10/13/2012,1.0232
10/14/2012,1.02267
10/15/2012,1.02476
10/16/2012,1.02975
10/17/2012,1.03733
10/18/2012,1.03773
10/19/2012,1.0325
10/20/2012,1.033
10/21/2012,1.03112
10/22/2012,1.0328
10/23/2012,1.0265
10/24/2012,1.0343
10/25/2012,1.0351
10/26/2012,1.0372
10/27/2012,1.0371
10/28/2012,1.0348
10/29/2012,1.0337
10/30/2012,1.03696
10/31/2012,1.037
11/1/2012,1.0412
11/2/2012,1.0336
11/3/2012,1.0337
11/4/2012,1.0342
11/5/2012,1.0375
11/6/2012,1.04272
11/7/2012,1.04021
11/8/2012,1.04
11/9/2012,1.0386
11/10/2012,1.0385
11/11/2012,1.03861
11/12/2012,1.0426
11/13/2012,1.0444
11/14/2012,1.03651
11/15/2012,1.0338
11/16/2012,1.0338
11/17/2012,1.0339
11/18/2012,1.0361
11/19/2012,1.0403
11/20/2012,1.03884
11/21/2012,1.03777
11/22/2012,1.03785
11/23/2012,1.0458
11/24/2012,1.0456
11/25/2012,1.04524
11/26/2012,1.04721
11/27/2012,1.0443
11/28/2012,1.0471
11/29/2012,1.0427
11/30/2012,1.0426
12/1/2012,1.0431
12/2/2012,1.04238
12/3/2012,1.0432
12/4/2012,1.0471
12/5/2012,1.0443
12/6/2012,1.0471
12/7/2012,1.0485
12/8/2012,1.0487
12/9/2012,1.0477
12/10/2012,1.0485
12/11/2012,1.05361
12/12/2012,1.0545
12/13/2012,1.0528
12/14/2012,1.0565
12/15/2012,1.0565
12/16/2012,1.05533
12/17/2012,1.0545
12/18/2012,1.05125
12/19/2012,1.0475
12/20/2012,1.0479
12/21/2012,1.0397
12/22/2012,1.0397
12/23/2012,1.0396
12/24/2012,1.0362
12/25/2012,1.03716
12/26/2012,1.0366
12/27/2012,1.0369
12/28/2012,1.0371
12/29/2012,1.0369
12/30/2012,1.0388
12/31/2012,1.0391
1/1/2013,1.0392
1/2/2013,1.0488
1/3/2013,1.0451
1/4/2013,1.0478
1/5/2013,1.0475
1/6/2013,1.04922
1/7/2013,1.0513
1/8/2013,1.05128
1/9/2013,1.05024
1/10/2013,1.0582
1/11/2013,1.0534
1/12/2013,1.0532
1/13/2013,1.05339
1/14/2013,1.05617
1/15/2013,1.0565
1/16/2013,1.0556
1/17/2013,1.05448
1/18/2013,1.0503
1/19/2013,1.0505
1/20/2013,1.0502
1/21/2013,1.0513
1/22/2013,1.0562
1/23/2013,1.05369
1/24/2013,1.04456
1/25/2013,1.0423
1/26/2013,1.042
1/27/2013,1.04118
1/28/2013,1.04214
1/29/2013,1.0464
1/30/2013,1.04168
1/31/2013,1.0431
2/1/2013,1.0405
2/2/2013,1.0405
2/3/2013,1.0422
2/4/2013,1.04412
2/5/2013,1.0387
2/6/2013,1.0316
2/7/2013,1.02832
2/8/2013,1.0317
2/9/2013,1.0317
2/10/2013,1.0322
2/11/2013,1.0261
2/12/2013,1.03393
2/13/2013,1.03524
2/14/2013,1.0357
2/15/2013,1.0302
2/16/2013,1.0302
2/17/2013,1.02979
2/18/2013,1.0312
2/19/2013,1.0342
2/20/2013,1.0247
2/21/2013,1.02889
2/22/2013,1.0319
2/23/2013,1.0321
2/24/2013,1.0291
2/25/2013,1.0263
2/26/2013,1.02285
2/27/2013,1.0224
2/28/2013,1.0214
3/1/2013,1.0203
3/2/2013,1.0205
3/3/2013,1.01908
3/4/2013,1.0202
3/5/2013,1.02664
3/6/2013,1.0226
3/7/2013,1.0268
3/8/2013,1.0232
3/9/2013,1.023
3/10/2013,1.0213
3/11/2013,1.02699
3/12/2013,1.0328
3/13/2013,1.0298
3/14/2013,1.0381
3/15/2013,1.0406
3/16/2013,1.0404
3/17/2013,1.03591
3/18/2013,1.0392
3/19/2013,1.036
3/20/2013,1.0375
3/21/2013,1.0438
3/22/2013,1.0442
3/23/2013,1.0442
3/24/2013,1.04507
3/25/2013,1.04601
3/26/2013,1.0472
3/27/2013,1.04484
3/28/2013,1.04162
3/29/2013,1.041
3/30/2013,1.0409
3/31/2013,1.0406
4/1/2013,1.0437
4/2/2013,1.045
4/3/2013,1.0453
4/4/2013,1.0436
4/5/2013,1.0418
4/7/2013,1.03689
4/8/2013,1.041
4/9/2013,1.0492
4/10/2013,1.05442
4/11/2013,1.0543
4/12/2013,1.0502
4/13/2013,1.0502
4/14/2013,1.05088
4/15/2013,1.03344
4/16/2013,1.0382
4/17/2013,1.03
4/18/2013,1.03
4/19/2013,1.0275
4/20/2013,1.0277
4/21/2013,1.0279
