Date,Close
10/1/2012,0.9817
10/2/2012,0.9839
10/3/2012,0.9861
10/4/2012,0.98065
10/5/2012,0.9784
10/6/2012,0.9784
10/7/2012,0.978
10/8/2012,0.9769
10/9/2012,0.9785
10/10/2012,0.9825
10/11/2012,0.9784
10/12/2012,0.9795
10/13/2012,0.9794
10/14/2012,0.9799
10/15/2012,0.9812
10/16/2012,0.98625
10/17/2012,0.978
10/18/2012,0.98409
10/19/2012,0.9934
10/20/2012,0.9929
10/21/2012,0.9943
10/22/2012,0.99239
10/23/2012,0.9925
10/24/2012,0.99419
10/25/2012,0.9946
10/26/2012,0.997
10/27/2012,0.9971
10/28/2012,1
10/29/2012,1
10/30/2012,1
10/31/2012,1
11/1/2012,0.99637
11/2/2012,0.9956
11/3/2012,0.9954
11/4/2012,0.9956
11/5/2012,0.9959
11/6/2012,0.9919
11/7/2012,0.99636
11/8/2012,1
11/9/2012,1.0014
11/10/2012,1.0013
11/11/2012,1
11/12/2012,1
11/13/2012,1.00147
11/14/2012,1.00343
11/15/2012,1
11/16/2012,1.0013
11/17/2012,1.001
11/18/2012,1
11/19/2012,0.9965
11/20/2012,0.9966
11/21/2012,0.99611
11/22/2012,0.9975
11/23/2012,0.9925
11/24/2012,0.9925
11/25/2012,0.99317
11/26/2012,0.9927
11/27/2012,0.9942
11/28/2012,0.9919
11/29/2012,0.99302
11/30/2012,0.9941
12/1/2012,0.993
12/2/2012,0.9938
12/3/2012,0.9943
12/4/2012,0.9931
12/5/2012,0.9918
12/6/2012,0.9912
12/7/2012,0.9885
12/8/2012,0.9878
12/9/2012,0.9869
12/10/2012,0.9864
12/11/2012,0.9859
12/12/2012,0.98452
12/13/2012,0.98417
12/14/2012,0.9856
12/15/2012,0.9859
12/16/2012,0.9856
12/17/2012,0.9837
12/18/2012,0.9861
12/19/2012,0.98878
12/20/2012,0.9876
12/21/2012,0.9932
12/22/2012,0.9932
12/23/2012,0.9932
12/24/2012,0.9909
12/25/2012,0.9912
12/26/2012,0.9937
12/27/2012,0.99477
12/28/2012,0.9965
12/29/2012,0.9964
12/30/2012,0.9944
12/31/2012,0.992
1/1/2013,0.994
1/2/2013,0.98617
1/3/2013,0.9885
1/4/2013,0.9872
1/5/2013,0.9869
1/6/2013,0.9861
1/7/2013,0.9857
1/8/2013,0.98636
1/9/2013,0.98772
1/10/2013,0.9833
1/11/2013,0.9849
1/12/2013,0.9841
1/13/2013,0.98447
1/14/2013,0.98375
1/15/2013,0.98408
1/16/2013,0.9861
1/17/2013,0.98575
1/18/2013,0.9916
1/19/2013,0.9913
1/20/2013,0.9919
1/21/2013,0.9927
1/22/2013,0.9918
1/23/2013,1
1/24/2013,1.0023
1/25/2013,1.0057
1/26/2013,1.0058
1/27/2013,1.0076
