Date,Close
10/1/2012,133.18
10/2/2012,133.31
10/3/2012,133.82
10/4/2012,134.78
10/5/2012,134.78
10/8/2012,134.32
10/9/2012,132.99
10/10/2012,132.18
10/11/2012,132.23
10/12/2012,131.84
10/15/2012,132.9
10/16/2012,134.27
10/17/2012,134.84
10/18/2012,134.51
10/19/2012,132.29
10/22/2012,132.35
10/23/2012,130.44
10/24/2012,130.04
10/25/2012,130.43
10/26/2012,130.33
10/29/2012,130.33
10/30/2012,130.33
10/31/2012,130.37
11/1/2012,131.8
11/2/2012,130.57
11/5/2012,130.86
11/6/2012,131.9
11/7/2012,128.88
11/8/2012,127.31
11/9/2012,127.53
11/12/2012,127.55
11/13/2012,127.08
11/14/2012,125.37
11/15/2012,125.18
11/16/2012,125.8
11/19/2012,128.3
11/20/2012,128.4
11/21/2012,128.7
11/23/2012,130.39
11/26/2012,130.13
11/27/2012,129.46
11/28/2012,130.52
11/29/2012,131.1
11/30/2012,131.12
12/3/2012,130.5
12/4/2012,130.28
12/5/2012,130.53
12/6/2012,131
12/7/2012,131.39
12/10/2012,131.44
12/11/2012,132.3
12/12/2012,132.39
12/13/2012,131.59
12/14/2012,131.05
12/17/2012,132.61
12/18/2012,134.13
12/19/2012,133.12
12/20/2012,133.88
12/21/2012,131.69
12/24/2012,131.38
12/26/2012,130.75
12/27/2012,130.61
12/28/2012,129.18
12/31/2012,131.37
1/2/2013,134.74
1/3/2013,134.46
1/4/2013,135.11
1/7/2013,134.69
1/8/2013,134.3
1/9/2013,134.66
1/10/2013,135.68
1/11/2013,135.69
1/14/2013,135.56
1/15/2013,135.71
1/16/2013,135.76
1/17/2013,136.52
1/18/2013,136.99
1/22/2013,137.6
1/23/2013,137.81
1/24/2013,137.82
1/25/2013,138.57
1/28/2013,138.32
1/29/2013,139.03
1/30/2013,138.52
1/31/2013,138.18
2/1/2013,139.57
2/4/2013,137.96
2/5/2013,139.41
2/6/2013,139.51
2/7/2013,139.31
2/8/2013,140.1
2/11/2013,140.02
2/12/2013,140.25
2/13/2013,140.4
2/14/2013,140.52
2/15/2013,140.38
2/19/2013,141.43
2/20/2013,139.68
2/21/2013,138.84
2/22/2013,140.07
2/25/2013,137.51
2/26/2013,138.37
